2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0.534157433,0.515310827,0.504301955,0.496509176,0.492619832,0.488060501,0.465589622,0.371756735,0.371597246,0.379706495,0.380462386,0.377259341,0.382016614,0.380869126,0.379276425,0.358822737,0.339319982,0.33915405,0.339215328,0.318638313,,
,,,,,,,3.68,,,3.91,,3.8,,3.866815,,3.896284,,3.84,,,
,,,,,,,3.2,,,3.54,,3.61,,3.669272,,3.752359,,3.75,,,
1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,47.9,50.3,53.2,54.3,59.2,64.10983774,70.05275998,73.0532414
22660,336280,3298490,11219010,24939630,37350000,50853000,66414000,82879000,103978000,126337000,156487000,175183000,188909000,200483000,277046000,322597000,394190000,407382000,449279000,483549500,535786000
85260000,144820000,206005000,269953000,334824000,393406000,461058000,547306000,641245000,747214000,859003000,986253000,1112155000,1229113000,1286093000,1291984200,1364934000,1469882500,1649301700,1746238000,1718411000,1732661400
453259,476682,496940,478861,571220,606196,662212,721631,777860,787889,876218,961229,981233,1059560,1124190,1196060,1257930,1345690,,,,
572921,840911,932064,946354,1209900,1349269,1542564,1753550,1853088,2140124,2377789,2538667,2779741,3073450,3356756,3616026,3952098,4359033,4692008,4963752,3667920,
,,,,,,,,,,,,,,,,48.53333333,46.53333333,46.4,46.4,,
,,,,73.33333,73.33333,73.33333,73.33333,73.33333,76.66667,76.66667,76.66667,90,90,80,80,80,86.6667,80,80,80,
,,,,527620,593407,669284,605013,590590,741811,973588,1273901,1502680,1733457,2140067,2699251,3526953,5539085,7127191,7582457,9116509,
53064.35,70439.37,74015.97,86912,120362.55,165335.65,189949.47,215206.94,249048.56,286371.91,312516.81,326770.84,329015.38,359274.07,390396.24,407974.61,438348.74,473438.51,528263.25,,,
331200000,231030000,1689210000,4054650000,782580000,6628900000,3702050000,4494380000,362930000,2512870000,,1095370000,1879400000,4367090000,5009410000,2913740000,3469630000,12587440000,25964800000,22515500000,2788890000,6504820000
1558500000,642230000,1787110000,4054650000,782580000,6628900000,8351010000,4494380000,436750000,2512870000,,1095370000,1879400000,4475760000,5009410000,2913740000,3469630000,12587440000,25964800000,22515500000,2788890000,6504820000
,,,,,,,,,,,,,265.9,265.9,265.9,265.9,261.8,154.65,110.875,,
,,,,,,,,,,,,,8.5,8.5,8.5,8.5,7,6.8,6.8,,
,,,,,,,,,,,,,318,261,261,258.95,248.3,142,138,,
,,,,,,,,,,,,,34.35,31.35,31.35,28.9,24.9,8.55,8.55,,
,,,,,,,,,,,,,1.9,0.9,1.7,1.6,1.5,1.2,1.1,,
,,,,,,,,,,,,,496.25,496.25,496.25,496.25,496.25,496.25,496.25,,
,,,,,,,,,,,,,,92.31429,92.31429,92.31429,92.31429,48,35.65,,
,,,,,,,,,,,,79.2,,,,,,,,,
,,,,,,,,,,,,59.4,,,,,,,,,
,,,,,,,,,,,,17.5,,,,,,,,,
,,,,,,,,,,,,57.7,,,,,,,,,
,,,,,,,,,,,,,,21.19675,21.19675,21.19675,21.19675,8.625,8.625,,
,,,,,,,,,,,,,143.2,143.2,143.2,143.2,143.2,34,32,,
,,,,,,,,,,,,7.6,,,,,,,,,
,,,,,,,,,,95252,102893,103532,117997,188558,210086,245321,229299,228559,211960,232064,
,,,,,,,,,,,,,,,62.27669,63.79116,64.20096,73.30366,77.28424,,
,,,,,,,,,,,,,,,,,0.657,0.640095115,,0.646641552,
,,,,,,,,,,,,,,,,,0.674,0.654614031,,0.659177899,
,,,,,27.79103478,28.44111476,28.64056461,29.17298484,27.79247032,25.41983339,27.1390237,28.19577523,31.25631316,32.49354076,35.31397668,36.37649034,35.22111076,36.7299465,35.83073985,36.82570746,
,,,,,1.61E+12,1.99E+12,2.64E+12,3.22E+12,3.59E+12,4.21E+12,5.03E+12,5.52E+12,5.87E+12,6.23E+12,6.46E+12,6.81E+12,7.84E+12,8.32E+12,8.38E+12,8.20E+12,
,,,,,-2.97E+11,1.16E+11,1.45E+11,1.79E+11,1.51E+11,2.05E+11,2.59E+11,2.82E+11,2.67E+11,2.89E+11,2.61E+11,2.65E+11,3.05E+11,2.90E+11,2.94E+11,2.62E+11,
,,,,,77.68765996,56.78959219,37.73707808,56.86332561,60.11020983,63.37455078,62.13174889,61.32763926,57.9789535,38.42374605,35.31050746,34.7463159,32.87671948,32.63841809,31.9286301,34.39349328,
,,,,,9.625040826,10.12516151,16.73450248,11.07653773,11.66270616,11.23107994,11.23872601,11.13895896,10.95623652,15.81817803,16.04302306,15.62992643,15.88317205,16.53589554,16.10057039,14.08608687,
,,,,,14.3529655,13.60830747,42.70295812,12.88746236,11.61761249,9.073315652,8.238755205,7.91994626,9.569927904,9.305489859,10.95371374,10.36232139,16.4116235,7.398614868,9.48138177,8.085175184,
,,,,,,,,,,,,,0.06155525,0.052053947,0.035152372,,,,,,
46.73235842,45.51980966,44.91301883,42.707785,40.6109056,39.58687836,37.75197952,36.36952582,35.28788015,35.32729591,34.32634109,34.92042834,35.38653491,35.83313112,36.70789836,37.77300366,38.67498195,38.54274622,38.52188052,39.24806213,38.20031631,38.37204046
818.4497165,869.2805591,942.2868859,994.1109961,1068.136587,1178.940534,1292.158769,1462.510343,1582.832444,1732.342364,1923.957217,2201.391058,2387.782842,2582.155652,2801.855553,3028.046939,3279.814097,3570.868525,3849.967562,4083.105438,3971.538406,4497.45925
4.69E+12,5.05E+12,5.47E+12,5.87E+12,6.57E+12,7.42E+12,8.28E+12,9.82E+12,1.13E+13,1.23E+13,1.41E+13,1.70E+13,1.91E+13,2.12E+13,2.36E+13,2.60E+13,2.89E+13,3.21E+13,3.54E+13,3.87E+13,3.87E+13,4.39E+13
2.04E+11,2.20E+11,2.36E+11,2.54E+11,2.86E+11,3.38E+11,4.08E+11,5.19E+11,6.66E+11,7.53E+11,8.88E+11,1.15E+12,1.34E+12,1.52E+12,1.66E+12,1.79E+12,1.84E+12,2.01E+12,2.30E+12,2.39E+12,2.52E+12,2.82E+12
1.84E+11,2.20E+11,2.51E+11,2.74E+11,3.14E+11,3.51E+11,4.10E+11,4.73E+11,5.48E+11,6.60E+11,7.14E+11,8.10E+11,9.16E+11,1.02E+12,1.12E+12,1.22E+12,1.32E+12,1.42E+12,1.54E+12,1.66E+12,1.78E+12,1.89E+12
2522000000,2816000000,2871000000,2333000000,3287000000,3558000000,2847000000,1639000000,1809000000,1368000000,981000000,1055000000,1571000000,1289000000,1077000000,1262000000,1139000000,1338000000,1962000000,1347000000,811000000,
,,,,,,,3.4,,,3.49,,3.47,,3.460197,,3.620071,,3.59,,,
,,,,,,,3.8,,,2.56,,4,,3,,5,,6,,,
,,,,,,,,,,1604,2631,5100,6999,13314,26989,66054,289923,622142,1027286,1338370,
144829000,180368000,214222000,262747000,311756000,350445000,367786000,365637000,340359000,313732000,294383000,285115000,278153000,266985000,249430000,230996000,206624000,193757000,192085000,191033000,181908000,180700500
,,,,,,106.7126568,117.9017762,118.455876,118.6376555,129.5569495,132.4579759,133.8154206,136.0112695,137.1612175,141.282764,138.8543554,148.6562163,153.3767454,158.6153206,162.3664733,171.1774765
61891807,72660653,83671798,86040642,119789024,136721623,158013351,183613132,191001220,229062099,266293020,292160158,318475924,352795296,390878784,436183969,487960477,551234509,611439830,659629070,417255845,
,,,,,,,,,,,,,,,,32.34166667,35.91666667,32.45,36.61666667,,
,,,,,,,,,,,,,,,,53.63625,55.1675,55.53625,58.21833333,,
,,,,50,50,30,50,50,50,60,70,60,60,70,70,100,100,100,100,100,
25346,30038,39806,56769,65786,93485,122318,153060,194579,229096,293066,415829,535313,704936,801135,968252,1204981,1245709,1393815,1243568,1344817,
3588,4187,5688,7427,9270,11784,13295,13993,14284,11688,12149,13930,15181,15165,16127,17578,18395,17841,19702,19846,18023,
43300000,508930000,1329770000,2810590000,788690000,1678120000,1197580000,1529040000,678770000,722000000,421470000,2671140000,3174900000,3682930000,1647500000,3186650000,3386891000,2950270000,265510000,9710000,838180000,264410000
846800000,997130000,1351330000,4678850000,1390490000,1678120000,1197580000,2214040000,678770000,2992000000,421470000,2671140000,3182820000,3691600000,1647500000,3186650000,3386891000,2950270000,265510000,9710000,838180000,264410000
,,,,,,,,,,,,,10.6,10.6,10.9,10.8,11.3,11.8,6.3,,
,,,,,,,,,,,,,49.8,49.5,48.5,48.9,48.1,45.4,46.2,,
,,,,,,,,,,,,,13,11,11,9,9,5,4.55,,
,,,,,,,,,,,,,34.3,31.4,31.4,28.9,24.9,8.6,8.6,,
,,,,,,,,,,,,,5,5,5,5,5,3.55,3.55,,
,,,,,,,,,,,,,1.7,1.7,1.7,1.7,1.7,1.7,1.7,,
,,,,,,,,,,,,,,745,745,745,745,326,241.25,,
,,,,,,,,,,,,38.7,,,,,,,,,
,,,,,,,,,,,,95.8,,,,,,,,,
,,,,,,,,,,,,0.5,,,,,,,,,
,,,,,,,,,,,,14.7,,,,,,,,,
,,,,,,,,,,,,,,84.57353,84.57353,84.57353,84.57353,73.57353,73.57353,,
,,,,,,,,,,,,0.1,,,,,,,,,
,,,,,,,,,,,,,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,32,,
,,,,,,,,,,,,,,,,,0.683,0.667152405,,0.67195797,
,,,,,,,,,,,,,,,,,0.664,0.641133249,,0.645420134,
,,,,,4.348703239,4.350642012,2.197387128,3.430663323,3.248708066,3.259954317,3.318777802,3.434463147,3.564002591,2.557567567,3.237969553,2.920954581,3.111301447,2.762214482,2.903421948,3.916151918,
,,,,,4.46E+11,5.65E+11,7.56E+11,9.41E+11,9.99E+11,1.07E+12,1.37E+12,1.56E+12,1.84E+12,2.02E+12,2.28E+12,2.48E+12,2.76E+12,3.06E+12,3.00E+12,3.02E+12,
,,,,,0,0,5800000,10000000,3653300,2210000,299000000,4861000000,4534470000,4444040000,15233450000,13597810000,21167886900,14143643900,11008890000,8316910000,
,,,,,1090000.033,460000.0083,1929999.948,1549999.952,850000.0238,1350000.024,2170000.076,1478771.329,1381624.46,1208734.632,1319169.044,1152437.687,941299.9749,454600.9004,1065359.831,,
1647635000,-2073213000,-2372110000,-2996424000,-1136315000,-1523367000,-1013449000,338416000,-1404675000,-52985000,719001000,-3987490000,-724734000,3817215000,-408368000,-1762500000,-773830000,-197407000,-974484000,380151000,-597738000,-610829000
-1884564000,-1208478000,-624826000,-897054000,-195820000,225608000,-132216000,-460806000,-237226000,-154263000,1999000000,17039855000,9306496000,10453362000,10334993000,-11459319000,6226592000,7336345000,4623008000,8592661000,-707456000,20323415000
194595532.2,-137825839,-14934068.8,-13758116.9,-201471001,-282490,-5279296.8,34411344.6,30235198.5,89014919.8,85623831.8,-48950948.9,6134057.5,-104473312.5,-225384351.9,-212737236.1,-225489337.1,-254251439.8,-155820488.7,186403364.2,145371857.6,-194798087.6
,,,,,,1019999.981,1149999.976,1269999.981,949999.9881,1539999.962,1149999.976,469999.9988,1000000,529999.9714,871114.7904,645937.7408,890508.4133,976167.0232,562422.9908,496339.1125,
-383825456,762728670.1,-702168878.7,-605417841,749144366.1,1140809119,849281254.3,253275516.3,581957062.6,247466093.6,-3234879726,1784523064,-130227722.4,-3275685147,-21128462.5,-3665467668,-3842356153,-4050241173,-2081654101,-1759471791,-1324390521,-1228707982
20097046000,20410918000,20884540000,21178851000,21918012000,21071965000,21606874000,22109858000,22439564000,22460926000,22135458000,20667636000,19824243000,18958546000,17884480000,17047891000,16214801000,16356049000,16094925000,16270521000,16235962000,16584800000
6.456413017,25.8304276,25.65921521,19.06482321,18.51336052,18.24573467,16.57057242,15.18397273,11.62906836,17.54368386,28.48080437,35.82526691,33.81999801,42.41001003,45.86699715,31.8209805,33.05303953,37.90519834,41.75025185,41.49789859,41.42312993,37.77271119
37789000000,36744000000,31839000000,35030000000,42158000000,50492000000,63666000000,82284000000,1.02E+11,1.02E+11,1.17E+11,1.57E+11,2.07E+11,2.40E+11,3.50E+11,3.56E+11,4.43E+11,4.68E+11,4.73E+11,5.81E+11,6.88E+11,7.30E+11
1.46E+11,1.84E+11,1.85E+11,2.07E+11,2.47E+11,2.86E+11,3.26E+11,3.78E+11,3.86E+11,4.54E+11,7.43E+11,1.05E+12,1.15E+12,1.48E+12,1.78E+12,1.33E+12,1.41E+12,1.70E+12,1.96E+12,2.11E+12,2.33E+12,2.70E+12
11039999.96,10079999.92,6400000.095,6139999.866,18239999.77,10050000.19,11880000.11,10569999.69,14789999.96,7309999.943,6940000.057,9979999.542,10319999.69,11140000.34,3289999.962,2809999.943,1809999.943,2490000.01,3410000.086,2519999.981,2309999.943,
,,,,,5340000.153,509999.9905,67209999.08,18559999.47,31159999.85,45229999.54,-1129999.995,45709999.08,13850000.38,-13359999.66,-16739999.77,-16799999.24,-16750000,-16639999.39,-11340000.15,-10779999.73,
280000.0012,1509999.99,540000.0215,449999.9881,980000.0191,879999.9952,860000.0143,1059999.943,1840000.033,620000.0048,899999.9762,230000.0042,970000.0286,670000.0167,460000.0083,409999.9964,500000,270000.0107,119999.9973,200000.003,189999.9976,
83440002.44,50720001.22,36130001.07,47389999.39,72150001.53,55479999.54,52279998.78,162429992.7,174899993.9,116000000,86720001.22,64860000.61,43159999.85,-28100000.38,-55319999.69,68209999.08,63299999.24,56540000.92,74230003.36,86629997.25,82239997.86,
-1710000.038,10229999.54,6309999.943,-18520000.46,16159999.85,4760000.229,5480000.019,-2549999.952,349999.994,14729999.54,750000,12079999.92,5650000.095,-5719999.79,-9439999.58,419999.9869,3279999.971,-9100000.381,2859999.895,689999.9976,-1000000,
27440000.53,23639999.39,31139999.39,55380001.07,49470001.22,66870002.75,42069999.69,56000000,59619998.93,42889999.39,42590000.15,176630004.9,165639999.4,79720001.22,61979999.54,91349998.47,113660003.7,83879997.25,180940002.4,77589996.34,160570007.3,
29430000.31,27860000.61,26409999.85,31829999.92,37540000.92,34750000,34549999.24,46810001.37,32110000.61,29530000.69,32270000.46,34560001.37,32659999.85,10689999.58,11960000.04,7500000,3789999.962,7610000.134,4340000.153,360000.0143,460000.0083,
1086,1154,1223,1285,1373,1377,1421,1530,1604,1700,2063,2342,2494,2489,2613,2827,3052,3485,3584,3777,4154,
0.062581744,0.090264586,0.160012947,0.278586119,0.339644071,0.145980386,0.156950792,0.192463945,0.198866703,0.18051795,0.224013042,0.219405035,0.200013634,0.185886626,0.285523157,0.299276925,0.239318233,0.232940938,0.174925688,0.128111997,0.128517633,0.126778536
6912000000,849000000,2249000000,7729000000,10923200000,20569000000,42861200000,18478120465,8464027991,29116669022,31357093656,5308427623,29902702074,32594970774,51915788940,14964496566,23416073023,36208879301,60667928466,44906049116,80334733544,83120518670
20.69669162,19.84031402,20.02396921,30.3664776,32.67160546,37.57146381,36.31208215,27.62760963,25.11137734,27.8179024,25.82754412,24.19640287,24.94097828,25.10664754,20.1955135,20.78662596,21.44463043,18.24298755,17.42184875,14.75942632,4.395564695,3.362540708
78423162000,89676000000,1.02E+11,57319786079,78780946446,77974071361,93492297850,1.35E+11,1.63E+11,1.43E+11,1.77E+11,2.00E+11,2.01E+11,2.06E+11,2.18E+11,2.16E+11,2.07E+11,2.11E+11,2.32E+11,2.43E+11,2.26E+11,3.37E+11
2.49E+11,2.67E+11,3.26E+11,4.39E+11,5.94E+11,7.62E+11,9.69E+11,1.22E+12,1.43E+12,1.20E+12,1.58E+12,1.90E+12,2.05E+12,2.21E+12,2.34E+12,2.28E+12,2.14E+12,2.28E+12,2.50E+12,2.50E+12,2.60E+12,
1.292107501,1.419814182,1.541659427,1.540305815,1.492241728,1.542761651,1.684623617,1.923878456,2.094181696,2.545073832,2.383882382,2.281453822,2.234725574,2.390791608,2.844575241,2.700808345,2.764484342,2.578420364,2.347525102,2.318695674,2.172727112,
7.77570357,8.257998298,8.666554516,9.392186545,10.07459637,10.93636807,12.52468791,14.84760607,16.6878609,16.14747897,17.08785848,17.89233866,17.82788802,18.11843592,18.90280253,18.1647766,18.513211,19.05536966,19.0295222,19.52290092,18.20683286,
1.837679577,1.745354154,1.577912105,1.593803193,1.891694291,1.790720679,2.150432138,1.79805623,1.641622542,1.160553225,1.355513824,1.43198201,1.22562186,1.178076263,1.249063713,1.17086953,1.127617898,1.204732047,1.327561161,1.26063099,1.122069227,1.373866493
3.152221064,3.158503042,2.590704217,2.536175349,2.440530501,2.312723767,1.833935705,1.711198439,2.220806318,1.696236923,1.690563114,1.700077255,1.513749851,1.529469835,1.470610742,1.227266416,1.281000945,1.563557355,1.867644071,1.874653045,1.214368545,1.239561134
100,109.694188,138.6582488,182.785201,226.8347239,283.6441931,346.1719795,414.8560285,450.2958821,403.192961,516.4926068,561.8922874,596.8391727,647.4202795,684.4705832,680.590456,690.2470659,738.9275362,769.440752,784.4925731,803.0099409,
28.80137961,28.87410127,29.39025358,33.09492735,33.92382131,34.13843465,34.25536644,33.47615614,31.84786794,29.46226523,32.90265737,32.59783745,30.63637711,28.63339275,22.31784786,19.70195703,18.38200335,19.90639591,20.95036187,20.95427139,25.05723954,33.98225611
7.782221827,7.584470392,8.316725223,9.078334766,8.924936767,9.046171323,9.319391705,9.74410309,8.822023023,9.058251103,9.605922537,9.845087706,9.597173115,9.059658447,9.537461214,10.54487983,11.21266971,11.51164564,11.50509965,12.37891119,13.40432475,
0.8379003,0.948004451,0.974974276,1.182596013,1.490064894,1.626485682,1.467461325,1.667286027,1.903708566,1.514247577,1.647976422,1.501778779,1.245622237,1.08181084,1.031429122,1.059496299,0.932470965,1.058388597,1.050196291,1.0298715,1.174340814,
7.782221827,7.584470392,8.316725223,9.078334766,8.924936767,9.046171323,9.319391705,9.74410309,8.822023023,9.058251103,9.605922537,9.845087706,9.597173115,9.059658447,9.537461214,10.54487983,11.21266971,11.51164564,11.50509965,12.37891119,13.40432475,
3.915757522,3.079530889,2.747902789,2.99952287,3.402452114,4.200229475,4.340570128,4.278672206,6.212254311,5.18721862,5.770723629,6.775392535,7.24261584,7.050070613,6.990910136,5.455271525,4.403322135,5.043783526,6.514372668,7.041292038,5.665883386,
20.19335553,21.01003069,23.17332393,24.04671654,23.81624743,25.28196067,26.06887442,24.54577259,21.18740811,21.89970533,20.39987603,17.9992439,19.55576406,20.54718938,19.70968641,23.34629226,23.75591962,22.71918832,22.67441293,22.48475262,25.12121903,
69.92649996,69.85657346,71.53313123,72.3915288,80.86133765,85.2278499,87.78468538,93.22733591,106.3723903,91.79937279,104.4676862,119.9289038,119.3074012,117.1959187,114.2800684,100,91.17741518,97.1987263,105.7911953,102.9256863,97.5674286,117.8810484
18.87,17.81,13.66,12.53,11.69,10.72,11.1,11.2,10.96,10.96,11,10.95,,,10.41,10.44,10.76,10.82,10.82,9.24,9.25,
,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,99.92,99.92,
16.99,15.88,13.11,11.36,10.52,9.81,9.87,10.01,9.7,9.62,9.74,9.8,,,9.67,11.04,10.93,11.01,9.86,7.45,7.56,
,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,99.98,99.98,
16.47,15.35,12.98,11.04,10.18,9.55,9.52,9.66,9.33,9.22,9.37,9.46,,,9.44,11.28,11.01,11.1,9.54,6.83,6.97,
,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,
14169000000,14992000000,16759000000,16716000000,21360000000,,,,,,,,,,,,,,,,,
1087000000,1214000000,1357000000,1301000000,2016000000,,,,,,,,,,,,,,,,,
83444000,89013000,97908000,91662000,109038000,120292000,124942000,131873000,130027000,126476000,133762000,135423000,132405000,129078000,128499000,133820000,141774000,153260000,158606000,162538000,30402000,
3.649252711,4.059565758,4.198001148,4.078403526,3.97537213,3.882472976,3.674728093,3.511255552,3.433957689,3.338102468,3.255365494,3.123377177,3.130656596,3.048365006,2.953497442,2.842870548,2.775641769,2.73966382,2.503400504,2.290177234,2.078140058,1.838530282
,,0,,,,,,,4,,,,,,62,,,,,,
48.87217412,48.86083711,48.85465424,48.84893288,48.84339349,48.83808341,48.8324697,48.82719789,48.8224646,48.81775096,48.81440014,48.81291466,48.81249852,48.81366381,48.81696028,48.82311995,48.83230987,48.84683246,48.86573458,48.88527326,48.91020114,48.94075358
538.5778198,571.7103882,619.9744263,655.4441528,700.0701294,840.6356201,914.3369141,1057.494385,1176.459717,846.5595703,884.5933838,957.5650024,1014.31189,1066.209839,1089.196411,1150.819336,1196.687988,1224.782227,1307.121338,1471.253906,1584.865112,
45.88855611,44.72739413,43.28138459,41.8422264,40.46390375,39.03198879,38.00775922,37.51348937,37.22402322,37.1039605,37.11989068,37.27426742,37.65673228,38.2125459,38.877396,39.61921772,40.45789746,41.54489168,42.59355639,43.43832775,44.14078324,44.54590463
1.095190349,1.135978927,1.176574701,1.224938131,1.266744344,1.306517276,1.350741201,1.393769165,1.442694555,1.494654034,1.538554801,1.579813445,1.617147984,1.639907804,1.647240417,1.656897642,1.677861574,1.694863468,1.7096904,1.742989024,1.791596402,1.855576748
6.920629217,7.121075184,7.317425377,7.502387745,7.666347191,7.825417455,7.996801589,8.158964215,8.303531862,8.450282029,8.61654916,8.816148032,9.049303432,9.320377287,9.633185443,10.02005367,10.45679874,10.94635566,11.48005332,12.02211581,12.59826196,13.14975327
7.680417744,7.889506122,8.093553419,8.283173541,8.454041087,8.624053073,8.808552265,8.986662637,9.149024025,9.314459576,9.503777444,9.729949704,9.989409319,10.2936662,10.652287,11.09870328,11.60395084,12.17141538,12.78717375,13.4071049,14.06483206,14.69869942
3.155812307,3.16262735,3.166076183,3.161492496,3.182281473,3.226652339,3.292861767,3.410191299,3.577965447,3.771684967,4.012677145,4.268792076,4.546780321,4.823762428,5.061081937,5.2659135,5.392608449,5.466700102,5.475109235,5.313304821,5.016913198,4.720160553
4.747106848,5.041096501,5.364714163,5.68775781,5.962987322,6.19739014,6.338868085,6.417206783,6.408080333,6.191927855,5.814550608,5.432979331,5.300380772,5.678610653,6.341518141,7.030073208,7.729634246,8.099512598,8.096889609,8.118175181,8.238305578,8.365433243
6.505617829,6.074093699,5.922091047,6.336908825,7.069556114,7.830349536,8.601790409,9.005414267,8.977106059,8.957030114,9.033761593,9.104369339,9.160834107,9.08330592,8.821070311,8.420615836,7.93954306,7.46133319,7.002060156,6.670246058,6.540739447,6.583583391
9.879744787,9.944625401,10.00295102,9.917031491,9.626148854,9.17999408,8.643138864,8.110352065,7.588698431,7.195518783,7.014160859,7.009657779,7.180860642,7.369369827,7.467243687,7.586751213,7.758077416,7.951105642,8.191653321,8.481189236,8.766376039,8.815250899
7.63856473,7.622669418,7.803226928,8.004352079,8.105655692,8.226157099,8.399023363,8.595192816,8.831106687,9.105152963,9.360693039,9.350968447,8.971629643,8.499783637,7.994952155,7.393346096,6.907264011,6.619543534,6.38899411,6.195175279,6.069203606,5.989886353
68.42116268,68.9539449,69.63867451,70.33593836,71.0231584,71.76144067,72.30209608,72.56829971,72.72937239,72.8030678,72.81095494,72.75104755,72.57052392,72.30812703,72.0064451,71.68656212,71.33330324,70.86888642,70.44021316,70.12132743,69.88428601,69.79837156
8.563842163,8.736380786,8.938317908,9.184901052,9.473060425,9.740136946,9.728256066,9.334560352,8.843049161,8.313011615,7.680195242,7.167684332,6.86009463,6.605478152,6.383896922,6.226436339,6.109691613,6.001514158,5.930039171,5.900419389,5.880243538,5.892149446
8.285189254,7.725201978,7.392888796,7.119791041,6.880682059,6.707408867,6.575195072,6.451579968,6.358807972,6.300867071,6.243868105,6.212281297,6.24032139,6.307364929,6.397288302,6.47587915,6.527027205,6.599447494,6.661027724,6.68061595,6.671625597,6.665091684
25.38447637,24.65917611,23.78526702,22.9073192,22.06257015,21.17550255,20.47580828,20.06249534,19.77368033,19.57090477,19.41862287,19.30422194,19.2766594,19.29966913,19.33236019,19.32242387,19.30469214,19.35458356,19.3288646,19.18113725,18.92145519,18.53655418
6.983937963,6.837988251,6.705533178,6.607902391,6.548253686,6.489236229,6.454753063,6.483707551,6.552104815,6.640608077,6.714595087,6.759498643,6.824488478,6.869983796,6.864989621,6.824940952,6.779295607,6.720665612,6.55220448,6.274818496,5.919056371,5.45391471
82.215891,83.624986,84.14683,84.687508,85.200431,85.698883,86.140699,86.551366,86.538239,87.258829,87.566831,87.954683,88.354565,88.656018,89.004085,89.261519,89.519576,89.765278,90.058264,90.228562,90.481335,
74.189,75.258,75.64,76.044,76.433,76.819,77.167,77.492,77.562,78.066,78.326,78.644,78.983,79.223,79.499,79.772,80.053,80.321,80.637,80.816,81.058,
,86.9,,,,,84.6,,,,,,,,,,,84.5,,,,
148.697,145.357,143.119,141.011,139.029,137.196,134.262,133.742,133.823,129.607,128.122,126.068,124.407,122.306,120.329,118.37,116.757,118.758,112.641,110.228,109.413,
0.040003478,,,,,0.052002656,,,,,0.063376645,,,,,0.071076396,,,,,,
-549792,-485419,-477885,-527837,-458505,-519752,-473105,-438846,-469093,-350365,-216417,-147585,-124641,-137444,-198432,-155379,-153054,-180592,-296674,-302609,-33649,-200194
3.25999999,3.799999952,4.239999771,4.579999924,4.489999771,4.519999981,4.429999828,4.349999905,4.590000153,4.71999979,4.53000021,4.550000191,4.570000172,4.590000153,4.610000134,4.630000114,4.53000021,4.440000057,4.28000021,4.519999981,5,4.816999912
2.832000017,3.299999952,3.681999922,3.976000071,3.897000074,3.921999931,3.842999935,3.773000002,3.980000019,4.09100008,3.926000118,3.944000006,3.961999893,3.980000019,3.997999907,4.015999794,3.930000067,3.852999926,3.714999914,3.924000025,4.337999821,4.263000011
3.2,,,,,2.7,,,,,2.3,,,,,2,,,1.8,1.7,1.7,
1000,1100,1200,1300,1400,1500,1500,1600,1600,1700,1800,1800,1900,1900,2000,2000,2100,2100,,,,
0.01478783,0.03887478,0.046420982,0.051512313,0.048883954,0.039200102,0.062869517,0.051774474,0.02925243,0.016225109,0.008669177,0.002259694,0.000419182,0.000141803,9.01E-05,6.59E-05,1.68E-06,0,0,0,0,
1.033,0.084,,0.668,0.676,0.698,0.725,0.702,0.703,0.83,0.81,0.831,,,,,,,,,,
60,65,70,75,79,84,91,92,95,99,99,99,99,99,99,99,99,99,99,99,99,99
80.47577364,80.81648861,81.7952859,82.74878351,83.67586753,84.57435729,85.43458456,86.26131924,87.06001859,87.82894559,88.56889093,89.26848693,89.93455887,90.57190917,91.1813536,91.76264123,92.31599823,92.84090791,93.33588436,93.81326727,94.26111059,
21.4,19.9,18.4,16.9,15.3,13.9,12.5,11.3,10.2,9.2,8.4,7.6,7,6.4,5.8,5.3,4.9,4.5,4.1,3.7,3.5,
38.6,36,33.2,30.5,27.9,25.5,23.3,21.4,19.6,18.1,16.8,15.5,14.4,13.3,12.3,11.4,10.5,9.7,9,8.4,7.8,
28.3,28.5,28.6,28.8,28.9,28.9,29.1,29.1,29.2,29.2,29.2,29.3,29.4,29.6,29.8,30,30.1,30.1,30.2,30.3,30.3,30.4
2.4,2.3,2.1,2,1.9,1.8,1.7,1.6,1.7,1.4,1.3,1.3,1.2,1.1,1.1,1.1,1,1,1,0.9,0.9,
9.505147821,,,,,,,,,,8.454683221,,,,,7.525894765,,,,6.817212942,,
66832,66629,67637,68604,68059,65172,60660,54591,47951,41976,37343,33803,31295,29573,28136,26762,25608,24402,23291,22260,21443,
,,,,,,,,,,,,,,,,,,,,,
6.02,,,,,6.32,,,,,11.04,,,,,11.09,,,10.92,,,
62.5,62.5,65,65,70,70,72.5,72.5,69.375,69.375,69.375,69.375,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625
,,,,,2.390000105,2.440000057,2.700000048,3.630000114,3.75,3.75,3.52196002,4.077429771,3.852509975,3.726639986,3.82487011,3.79362011,3.667449951,3.542490005,3.539999962,3.569999933,
